Id,ProductId,Summary,Text,sentences,scores,max_score,label
493740,B0044CPA28,Good but a little sweet,"My normal breakfast is cereal with fruit.  This cereal is good and kept its crunch, but it was a little too sweet for me.  I am not sure if it is the addition of the honey because the sugar content is 12% which is not really much higher than some of my other cereals, but I did find the taste a little sweeter.<br /><br />As far as I am concerned, the nuts were pretty much non-existent. It is basically sugar/honey and cornflakes.<br /><br />Caloric count with skim milk is 160 calories for 3/4 of a cup of cereal and 1/2 cup of skim milk--I guess that is pretty average.<br /><br />Overall, not a bad cereal, but I prefer some of the other Kellogg's cereals.","I am not sure if it is the addition of the honey because the sugar content is 12% which is not really much higher than some of my other cereals, but I did find the taste a little sweeter.",0.101694915,0.454545455,negative
493741,B0044CPA29,Good but a little sweet,"My normal breakfast is cereal with fruit.  This cereal is good and kept its crunch, but it was a little too sweet for me.  I am not sure if it is the addition of the honey because the sugar content is 12% which is not really much higher than some of my other cereals, but I did find the taste a little sweeter.<br /><br />As far as I am concerned, the nuts were pretty much non-existent. It is basically sugar/honey and cornflakes.<br /><br />Caloric count with skim milk is 160 calories for 3/4 of a cup of cereal and 1/2 cup of skim milk--I guess that is pretty average.<br /><br />Overall, not a bad cereal, but I prefer some of the other Kellogg's cereals.","As far as I am concerned, the nuts were pretty much non-existent.",0.101694915,0.454545455,negative
493740,B0044CPA28,Good but a little sweet,"My normal breakfast is cereal with fruit.  This cereal is good and kept its crunch, but it was a little too sweet for me.  I am not sure if it is the addition of the honey because the sugar content is 12% which is not really much higher than some of my other cereals, but I did find the taste a little sweeter.<br /><br />As far as I am concerned, the nuts were pretty much non-existent. It is basically sugar/honey and cornflakes.<br /><br />Caloric count with skim milk is 160 calories for 3/4 of a cup of cereal and 1/2 cup of skim milk--I guess that is pretty average.<br /><br />Overall, not a bad cereal, but I prefer some of the other Kellogg's cereals.",It is basically sugar/honey and cornflakes.,0.066666667,0.454545455,negative
493741,B0044CPA29,Good but a little sweet,"My normal breakfast is cereal with fruit.  This cereal is good and kept its crunch, but it was a little too sweet for me.  I am not sure if it is the addition of the honey because the sugar content is 12% which is not really much higher than some of my other cereals, but I did find the taste a little sweeter.<br /><br />As far as I am concerned, the nuts were pretty much non-existent. It is basically sugar/honey and cornflakes.<br /><br />Caloric count with skim milk is 160 calories for 3/4 of a cup of cereal and 1/2 cup of skim milk--I guess that is pretty average.<br /><br />Overall, not a bad cereal, but I prefer some of the other Kellogg's cereals.",Caloric count with skim milk is 160 calories for 3/4 of a cup of cereal and 1/2 cup of skim milk,0.066666667,0.454545455,negative
493742,B0044CPA30,Good but a little sweet,"My normal breakfast is cereal with fruit.  This cereal is good and kept its crunch, but it was a little too sweet for me.  I am not sure if it is the addition of the honey because the sugar content is 12% which is not really much higher than some of my other cereals, but I did find the taste a little sweeter.<br /><br />As far as I am concerned, the nuts were pretty much non-existent. It is basically sugar/honey and cornflakes.<br /><br />Caloric count with skim milk is 160 calories for 3/4 of a cup of cereal and 1/2 cup of skim milk--I guess that is pretty average.<br /><br />Overall, not a bad cereal, but I prefer some of the other Kellogg's cereals.",I guess that is pretty average.,0.066666667,0.454545455,negative
493743,B0044CPA31,Good but a little sweet,"My normal breakfast is cereal with fruit.  This cereal is good and kept its crunch, but it was a little too sweet for me.  I am not sure if it is the addition of the honey because the sugar content is 12% which is not really much higher than some of my other cereals, but I did find the taste a little sweeter.<br /><br />As far as I am concerned, the nuts were pretty much non-existent. It is basically sugar/honey and cornflakes.<br /><br />Caloric count with skim milk is 160 calories for 3/4 of a cup of cereal and 1/2 cup of skim milk--I guess that is pretty average.<br /><br />Overall, not a bad cereal, but I prefer some of the other Kellogg's cereals.","Overall, not a bad cereal, but I prefer some of the other Kellogg's cereals.",0.066666667,0.454545455,negative
493746,B0044CPA28,Kellogg's Crunchy Nut Golden Honey Nut Cereal is delicious,"Kellogg's Crunchy Nut Golden Honey Nut is super-delicious.  The honey coating on the cornflake base has almost a caramelized flavor, and the peanut bits add extra crunch and a little extra protein.  They stay fairly crunchy in milk if you eat them reasonably quickly- in fact, they stay crunchy longer than uncoated flake cereals do, which is a good thing.<br /><br />But the reason I give this cereal just four stars instead of five is that the serving size is 3/4c, and that'll cost you 120 calories, before you even add milk.  3/4c doesn't amount to a lot of this cereal, so to feel satisfied and stay satisfied until lunch or elevensies, (whichever comes first), you'll either have to eat more than 3/4c (and figure on taking in more calories from cereal) or supplement your bowl of cereal with an egg or two, some fruit, a glass of juice, and maybe even a piece of toast.  I know all the cereal companies say to eat their product ""as part of a balanced breakfast,"" but most people I know choose a box of cereal so they can pour their breakfast in a bowl, pour on some milk, bolt the cereal, and get out the door, avoiding fiddling with the egg, fruit, juice, toast, etc.  I have to say, as much as I love the taste of this cereal, I ate the recommended 3/4c for breakfast and didn't even last the hour before I was hungry again.<br /><br />That's not to say all is lost for Crunchy Nut Golden Honey Nut cereal.  It's also quite delicious if you mix the recommended serving size with a serving of Greek yogurt, either plain or vanilla or sweetened with honey, and the added protein and nutrients you get from the yogurt does make you feel fuller longer than just the cereal-and-milk combo.<br /><br />So yes, this cereal is beyond great-tasting.  It has good crunch, good sweetness- it's like eating candy!  It doesn't disappoint on the taste front.  But plan to supplement with another breakfast food so you're not running for a Snickers Bar by 9 a.m.",Kellogg's Crunchy Nut Golden Honey Nut is super-delicious.,0.777777778,0.777777778,positive
493746,B0044CPA28,Kellogg's Crunchy Nut Golden Honey Nut Cereal is delicious,"Kellogg's Crunchy Nut Golden Honey Nut is super-delicious.  The honey coating on the cornflake base has almost a caramelized flavor, and the peanut bits add extra crunch and a little extra protein.  They stay fairly crunchy in milk if you eat them reasonably quickly- in fact, they stay crunchy longer than uncoated flake cereals do, which is a good thing.<br /><br />But the reason I give this cereal just four stars instead of five is that the serving size is 3/4c, and that'll cost you 120 calories, before you even add milk.  3/4c doesn't amount to a lot of this cereal, so to feel satisfied and stay satisfied until lunch or elevensies, (whichever comes first), you'll either have to eat more than 3/4c (and figure on taking in more calories from cereal) or supplement your bowl of cereal with an egg or two, some fruit, a glass of juice, and maybe even a piece of toast.  I know all the cereal companies say to eat their product ""as part of a balanced breakfast,"" but most people I know choose a box of cereal so they can pour their breakfast in a bowl, pour on some milk, bolt the cereal, and get out the door, avoiding fiddling with the egg, fruit, juice, toast, etc.  I have to say, as much as I love the taste of this cereal, I ate the recommended 3/4c for breakfast and didn't even last the hour before I was hungry again.<br /><br />That's not to say all is lost for Crunchy Nut Golden Honey Nut cereal.  It's also quite delicious if you mix the recommended serving size with a serving of Greek yogurt, either plain or vanilla or sweetened with honey, and the added protein and nutrients you get from the yogurt does make you feel fuller longer than just the cereal-and-milk combo.<br /><br />So yes, this cereal is beyond great-tasting.  It has good crunch, good sweetness- it's like eating candy!  It doesn't disappoint on the taste front.  But plan to supplement with another breakfast food so you're not running for a Snickers Bar by 9 a.m.","The honey coating on the cornflake base has almost a caramelized flavor, and the peanut bits add extra crunch and a little extra protein.",0.0625,0.777777778,negative
493746,B0044CPA28,Kellogg's Crunchy Nut Golden Honey Nut Cereal is delicious,"Kellogg's Crunchy Nut Golden Honey Nut is super-delicious.  The honey coating on the cornflake base has almost a caramelized flavor, and the peanut bits add extra crunch and a little extra protein.  They stay fairly crunchy in milk if you eat them reasonably quickly- in fact, they stay crunchy longer than uncoated flake cereals do, which is a good thing.<br /><br />But the reason I give this cereal just four stars instead of five is that the serving size is 3/4c, and that'll cost you 120 calories, before you even add milk.  3/4c doesn't amount to a lot of this cereal, so to feel satisfied and stay satisfied until lunch or elevensies, (whichever comes first), you'll either have to eat more than 3/4c (and figure on taking in more calories from cereal) or supplement your bowl of cereal with an egg or two, some fruit, a glass of juice, and maybe even a piece of toast.  I know all the cereal companies say to eat their product ""as part of a balanced breakfast,"" but most people I know choose a box of cereal so they can pour their breakfast in a bowl, pour on some milk, bolt the cereal, and get out the door, avoiding fiddling with the egg, fruit, juice, toast, etc.  I have to say, as much as I love the taste of this cereal, I ate the recommended 3/4c for breakfast and didn't even last the hour before I was hungry again.<br /><br />That's not to say all is lost for Crunchy Nut Golden Honey Nut cereal.  It's also quite delicious if you mix the recommended serving size with a serving of Greek yogurt, either plain or vanilla or sweetened with honey, and the added protein and nutrients you get from the yogurt does make you feel fuller longer than just the cereal-and-milk combo.<br /><br />So yes, this cereal is beyond great-tasting.  It has good crunch, good sweetness- it's like eating candy!  It doesn't disappoint on the taste front.  But plan to supplement with another breakfast food so you're not running for a Snickers Bar by 9 a.m.","They stay fairly crunchy in milk if you eat them reasonably quickly- in fact, they stay crunchy longer than uncoated flake cereals do, which is a good thing.",0.056338028,0.777777778,negative
493747,B0044CPA29,Kellogg's Crunchy Nut Golden Honey Nut Cereal is delicious,"Kellogg's Crunchy Nut Golden Honey Nut is super-delicious.  The honey coating on the cornflake base has almost a caramelized flavor, and the peanut bits add extra crunch and a little extra protein.  They stay fairly crunchy in milk if you eat them reasonably quickly- in fact, they stay crunchy longer than uncoated flake cereals do, which is a good thing.<br /><br />But the reason I give this cereal just four stars instead of five is that the serving size is 3/4c, and that'll cost you 120 calories, before you even add milk.  3/4c doesn't amount to a lot of this cereal, so to feel satisfied and stay satisfied until lunch or elevensies, (whichever comes first), you'll either have to eat more than 3/4c (and figure on taking in more calories from cereal) or supplement your bowl of cereal with an egg or two, some fruit, a glass of juice, and maybe even a piece of toast.  I know all the cereal companies say to eat their product ""as part of a balanced breakfast,"" but most people I know choose a box of cereal so they can pour their breakfast in a bowl, pour on some milk, bolt the cereal, and get out the door, avoiding fiddling with the egg, fruit, juice, toast, etc.  I have to say, as much as I love the taste of this cereal, I ate the recommended 3/4c for breakfast and didn't even last the hour before I was hungry again.<br /><br />That's not to say all is lost for Crunchy Nut Golden Honey Nut cereal.  It's also quite delicious if you mix the recommended serving size with a serving of Greek yogurt, either plain or vanilla or sweetened with honey, and the added protein and nutrients you get from the yogurt does make you feel fuller longer than just the cereal-and-milk combo.<br /><br />So yes, this cereal is beyond great-tasting.  It has good crunch, good sweetness- it's like eating candy!  It doesn't disappoint on the taste front.  But plan to supplement with another breakfast food so you're not running for a Snickers Bar by 9 a.m.","But the reason I give this cereal just four stars instead of five is that the serving size is 3/4c, and that'll cost you 120 calories, before you even add milk.",0.056338028,0.777777778,negative
493746,B0044CPA28,Kellogg's Crunchy Nut Golden Honey Nut Cereal is delicious,"Kellogg's Crunchy Nut Golden Honey Nut is super-delicious.  The honey coating on the cornflake base has almost a caramelized flavor, and the peanut bits add extra crunch and a little extra protein.  They stay fairly crunchy in milk if you eat them reasonably quickly- in fact, they stay crunchy longer than uncoated flake cereals do, which is a good thing.<br /><br />But the reason I give this cereal just four stars instead of five is that the serving size is 3/4c, and that'll cost you 120 calories, before you even add milk.  3/4c doesn't amount to a lot of this cereal, so to feel satisfied and stay satisfied until lunch or elevensies, (whichever comes first), you'll either have to eat more than 3/4c (and figure on taking in more calories from cereal) or supplement your bowl of cereal with an egg or two, some fruit, a glass of juice, and maybe even a piece of toast.  I know all the cereal companies say to eat their product ""as part of a balanced breakfast,"" but most people I know choose a box of cereal so they can pour their breakfast in a bowl, pour on some milk, bolt the cereal, and get out the door, avoiding fiddling with the egg, fruit, juice, toast, etc.  I have to say, as much as I love the taste of this cereal, I ate the recommended 3/4c for breakfast and didn't even last the hour before I was hungry again.<br /><br />That's not to say all is lost for Crunchy Nut Golden Honey Nut cereal.  It's also quite delicious if you mix the recommended serving size with a serving of Greek yogurt, either plain or vanilla or sweetened with honey, and the added protein and nutrients you get from the yogurt does make you feel fuller longer than just the cereal-and-milk combo.<br /><br />So yes, this cereal is beyond great-tasting.  It has good crunch, good sweetness- it's like eating candy!  It doesn't disappoint on the taste front.  But plan to supplement with another breakfast food so you're not running for a Snickers Bar by 9 a.m.","3/4c doesn't amount to a lot of this cereal, so to feel satisfied and stay satisfied until lunch or elevensies, (whichever comes first), you'll either have to eat more than 3/4c (and figure on taking in more calories from cereal) or supplement your bowl of cereal with an egg or two, some fruit, a glass of juice, and maybe even a piece of toast.",0.026315789,0.777777778,negative
493746,B0044CPA28,Kellogg's Crunchy Nut Golden Honey Nut Cereal is delicious,"Kellogg's Crunchy Nut Golden Honey Nut is super-delicious.  The honey coating on the cornflake base has almost a caramelized flavor, and the peanut bits add extra crunch and a little extra protein.  They stay fairly crunchy in milk if you eat them reasonably quickly- in fact, they stay crunchy longer than uncoated flake cereals do, which is a good thing.<br /><br />But the reason I give this cereal just four stars instead of five is that the serving size is 3/4c, and that'll cost you 120 calories, before you even add milk.  3/4c doesn't amount to a lot of this cereal, so to feel satisfied and stay satisfied until lunch or elevensies, (whichever comes first), you'll either have to eat more than 3/4c (and figure on taking in more calories from cereal) or supplement your bowl of cereal with an egg or two, some fruit, a glass of juice, and maybe even a piece of toast.  I know all the cereal companies say to eat their product ""as part of a balanced breakfast,"" but most people I know choose a box of cereal so they can pour their breakfast in a bowl, pour on some milk, bolt the cereal, and get out the door, avoiding fiddling with the egg, fruit, juice, toast, etc.  I have to say, as much as I love the taste of this cereal, I ate the recommended 3/4c for breakfast and didn't even last the hour before I was hungry again.<br /><br />That's not to say all is lost for Crunchy Nut Golden Honey Nut cereal.  It's also quite delicious if you mix the recommended serving size with a serving of Greek yogurt, either plain or vanilla or sweetened with honey, and the added protein and nutrients you get from the yogurt does make you feel fuller longer than just the cereal-and-milk combo.<br /><br />So yes, this cereal is beyond great-tasting.  It has good crunch, good sweetness- it's like eating candy!  It doesn't disappoint on the taste front.  But plan to supplement with another breakfast food so you're not running for a Snickers Bar by 9 a.m.","I know all the cereal companies say to eat their product ""as part of a balanced breakfast,"" but most people I know choose a box of cereal so they can pour their breakfast in a bowl, pour on some milk, bolt the cereal, and get out the door, avoiding fiddling with the egg, fruit, juice, toast, etc.",0.030769231,0.777777778,negative
493746,B0044CPA28,Kellogg's Crunchy Nut Golden Honey Nut Cereal is delicious,"Kellogg's Crunchy Nut Golden Honey Nut is super-delicious.  The honey coating on the cornflake base has almost a caramelized flavor, and the peanut bits add extra crunch and a little extra protein.  They stay fairly crunchy in milk if you eat them reasonably quickly- in fact, they stay crunchy longer than uncoated flake cereals do, which is a good thing.<br /><br />But the reason I give this cereal just four stars instead of five is that the serving size is 3/4c, and that'll cost you 120 calories, before you even add milk.  3/4c doesn't amount to a lot of this cereal, so to feel satisfied and stay satisfied until lunch or elevensies, (whichever comes first), you'll either have to eat more than 3/4c (and figure on taking in more calories from cereal) or supplement your bowl of cereal with an egg or two, some fruit, a glass of juice, and maybe even a piece of toast.  I know all the cereal companies say to eat their product ""as part of a balanced breakfast,"" but most people I know choose a box of cereal so they can pour their breakfast in a bowl, pour on some milk, bolt the cereal, and get out the door, avoiding fiddling with the egg, fruit, juice, toast, etc.  I have to say, as much as I love the taste of this cereal, I ate the recommended 3/4c for breakfast and didn't even last the hour before I was hungry again.<br /><br />That's not to say all is lost for Crunchy Nut Golden Honey Nut cereal.  It's also quite delicious if you mix the recommended serving size with a serving of Greek yogurt, either plain or vanilla or sweetened with honey, and the added protein and nutrients you get from the yogurt does make you feel fuller longer than just the cereal-and-milk combo.<br /><br />So yes, this cereal is beyond great-tasting.  It has good crunch, good sweetness- it's like eating candy!  It doesn't disappoint on the taste front.  But plan to supplement with another breakfast food so you're not running for a Snickers Bar by 9 a.m.","I have to say, as much as I love the taste of this cereal, I ate the recommended 3/4c for breakfast and didn't even last the hour before I was hungry again.",0.237288136,0.777777778,negative
493747,B0044CPA29,Kellogg's Crunchy Nut Golden Honey Nut Cereal is delicious,"Kellogg's Crunchy Nut Golden Honey Nut is super-delicious.  The honey coating on the cornflake base has almost a caramelized flavor, and the peanut bits add extra crunch and a little extra protein.  They stay fairly crunchy in milk if you eat them reasonably quickly- in fact, they stay crunchy longer than uncoated flake cereals do, which is a good thing.<br /><br />But the reason I give this cereal just four stars instead of five is that the serving size is 3/4c, and that'll cost you 120 calories, before you even add milk.  3/4c doesn't amount to a lot of this cereal, so to feel satisfied and stay satisfied until lunch or elevensies, (whichever comes first), you'll either have to eat more than 3/4c (and figure on taking in more calories from cereal) or supplement your bowl of cereal with an egg or two, some fruit, a glass of juice, and maybe even a piece of toast.  I know all the cereal companies say to eat their product ""as part of a balanced breakfast,"" but most people I know choose a box of cereal so they can pour their breakfast in a bowl, pour on some milk, bolt the cereal, and get out the door, avoiding fiddling with the egg, fruit, juice, toast, etc.  I have to say, as much as I love the taste of this cereal, I ate the recommended 3/4c for breakfast and didn't even last the hour before I was hungry again.<br /><br />That's not to say all is lost for Crunchy Nut Golden Honey Nut cereal.  It's also quite delicious if you mix the recommended serving size with a serving of Greek yogurt, either plain or vanilla or sweetened with honey, and the added protein and nutrients you get from the yogurt does make you feel fuller longer than just the cereal-and-milk combo.<br /><br />So yes, this cereal is beyond great-tasting.  It has good crunch, good sweetness- it's like eating candy!  It doesn't disappoint on the taste front.  But plan to supplement with another breakfast food so you're not running for a Snickers Bar by 9 a.m.",That's not to say all is lost for Crunchy Nut Golden Honey Nut cereal.,0.237288136,0.777777778,negative
493746,B0044CPA28,Kellogg's Crunchy Nut Golden Honey Nut Cereal is delicious,"Kellogg's Crunchy Nut Golden Honey Nut is super-delicious.  The honey coating on the cornflake base has almost a caramelized flavor, and the peanut bits add extra crunch and a little extra protein.  They stay fairly crunchy in milk if you eat them reasonably quickly- in fact, they stay crunchy longer than uncoated flake cereals do, which is a good thing.<br /><br />But the reason I give this cereal just four stars instead of five is that the serving size is 3/4c, and that'll cost you 120 calories, before you even add milk.  3/4c doesn't amount to a lot of this cereal, so to feel satisfied and stay satisfied until lunch or elevensies, (whichever comes first), you'll either have to eat more than 3/4c (and figure on taking in more calories from cereal) or supplement your bowl of cereal with an egg or two, some fruit, a glass of juice, and maybe even a piece of toast.  I know all the cereal companies say to eat their product ""as part of a balanced breakfast,"" but most people I know choose a box of cereal so they can pour their breakfast in a bowl, pour on some milk, bolt the cereal, and get out the door, avoiding fiddling with the egg, fruit, juice, toast, etc.  I have to say, as much as I love the taste of this cereal, I ate the recommended 3/4c for breakfast and didn't even last the hour before I was hungry again.<br /><br />That's not to say all is lost for Crunchy Nut Golden Honey Nut cereal.  It's also quite delicious if you mix the recommended serving size with a serving of Greek yogurt, either plain or vanilla or sweetened with honey, and the added protein and nutrients you get from the yogurt does make you feel fuller longer than just the cereal-and-milk combo.<br /><br />So yes, this cereal is beyond great-tasting.  It has good crunch, good sweetness- it's like eating candy!  It doesn't disappoint on the taste front.  But plan to supplement with another breakfast food so you're not running for a Snickers Bar by 9 a.m.","It's also quite delicious if you mix the recommended serving size with a serving of Greek yogurt, either plain or vanilla or sweetened with honey, and the added protein and nutrients you get from the yogurt does make you feel fuller longer than just the cereal-and-milk combo.",0.088235294,0.777777778,negative
